Week #,Day of Week,Backup Start Time - Hour of Day,Work-Flow-ID,File Name,Size of Backup (GB),Backup Time (hour)
6,Monday,17,work_flow_3,File_21,0.0,0
6,Tuesday,1,work_flow_2,File_13,0.0,0
4,Friday,17,work_flow_2,File_17,0.14044215942,3
12,Thursday,13,work_flow_2,File_17,0.0619896076309,1
15,Thursday,17,work_flow_2,File_13,0.151721589343,2
2,Sunday,1,work_flow_4,File_29,0.167961665605,1
8,Thursday,13,work_flow_1,File_6,0.0237134887839,1
10,Thursday,21,work_flow_4,File_27,0.0749162735379,1
5,Thursday,21,work_flow_0,File_4,0.14084324504,2
7,Monday,17,work_flow_3,File_23,0.0,0
5,Sunday,17,work_flow_3,File_20,0.0,0
11,Saturday,1,work_flow_1,File_6,0.0,0
9,Tuesday,1,work_flow_2,File_17,0.0,0
15,Thursday,1,work_flow_1,File_11,0.0,0
5,Thursday,9,work_flow_2,File_16,0.0560800066304,1
9,Thursday,1,work_flow_1,File_9,0.0,0
13,Thursday,13,work_flow_0,File_4,0.159829034886,2
5,Saturday,13,work_flow_0,File_3,0.0801018196142,1
13,Saturday,9,work_flow_3,File_22,0.0,0
6,Wednesday,17,work_flow_2,File_15,0.00253748953256,1
13,Thursday,9,work_flow_1,File_9,0.0,0
8,Friday,9,work_flow_1,File_8,0.0,0
13,Friday,9,work_flow_4,File_24,0.119037860376,3
2,Wednesday,1,work_flow_2,File_17,0.0,0
6,Saturday,5,work_flow_2,File_17,0.0,0
3,Friday,13,work_flow_1,File_9,0.0193453427369,1
3,Sunday,5,work_flow_3,File_18,0.0,0
14,Wednesday,9,work_flow_1,File_10,0.0,0
1,Friday,9,work_flow_2,File_17,0.0518039295768,2
13,Sunday,1,work_flow_0,File_5,0.0197038486529,1
6,Saturday,21,work_flow_2,File_16,0.0,0
1,Thursday,21,work_flow_4,File_25,0.0751672390648,1
2,Sunday,1,work_flow_1,File_11,0.0,0
1,Tuesday,9,work_flow_0,File_1,0.100598107481,3
2,Monday,5,work_flow_3,File_21,0.00162850200245,1
15,Thursday,21,work_flow_2,File_14,0.0879117678389,1
2,Tuesday,5,work_flow_2,File_14,0.0,0
2,Sunday,13,work_flow_1,File_7,0.0230252684731,1
5,Saturday,1,work_flow_0,File_0,0.0624406452744,1
15,Wednesday,17,work_flow_1,File_6,0.0,0
8,Saturday,21,work_flow_2,File_12,0.0,0
8,Friday,5,work_flow_3,File_20,0.00896105621249,1
14,Tuesday,1,work_flow_2,File_17,0.0,0
9,Thursday,21,work_flow_3,File_20,0.00719765910395,1
11,Saturday,9,work_flow_2,File_12,0.0,0
2,Friday,9,work_flow_0,File_5,0.0868281407705,2
5,Sunday,21,work_flow_4,File_29,0.152737263335,1
4,Thursday,13,work_flow_3,File_23,0.019674407096,1
7,Saturday,1,work_flow_2,File_13,0.0690089078743,1
14,Saturday,17,work_flow_3,File_19,0.0,0
10,Monday,1,work_flow_3,File_20,0.0,0
7,Wednesday,13,work_flow_2,File_13,0.0,0
7,Thursday,5,work_flow_4,File_26,0.072453228193,1
8,Tuesday,5,work_flow_4,File_28,0.0745065705066,2
6,Wednesday,21,work_flow_4,File_26,0.0664265227185,1
8,Saturday,9,work_flow_1,File_7,0.0,0
5,Friday,13,work_flow_3,File_22,0.019317549411,1
9,Sunday,9,work_flow_0,File_5,0.03608012761,1
1,Sunday,17,work_flow_2,File_16,0.0026123229355,1
14,Sunday,5,work_flow_4,File_24,0.200286186687,2
13,Saturday,21,work_flow_3,File_20,0.0,0
12,Tuesday,5,work_flow_4,File_27,0.0757756378531,2
10,Thursday,17,work_flow_0,File_0,0.159843222537,2
7,Tuesday,17,work_flow_2,File_16,0.0,0
4,Wednesday,1,work_flow_0,File_4,0.0677109706542,1
7,Wednesday,17,work_flow_4,File_29,0.0768788190185,1
1,Thursday,9,work_flow_4,File_29,0.111658788663,1
10,Saturday,17,work_flow_1,File_6,0.0,0
6,Sunday,1,work_flow_3,File_23,0.0,0
2,Thursday,17,work_flow_0,File_2,0.160005200081,2
8,Wednesday,5,work_flow_4,File_27,0.0754630820362,1
15,Wednesday,13,work_flow_2,File_12,0.00192742106775,1
5,Saturday,21,work_flow_0,File_1,0.0647398693991,1
1,Monday,5,work_flow_2,File_17,0.0,0
4,Friday,5,work_flow_3,File_18,0.00952942773113,1
10,Wednesday,9,work_flow_2,File_15,0.0,0
10,Wednesday,17,work_flow_3,File_18,0.00447403111081,1
15,Friday,21,work_flow_3,File_22,0.00564829976544,1
6,Saturday,5,work_flow_1,File_7,0.0,0
2,Wednesday,21,work_flow_3,File_19,0.0,0
10,Sunday,1,work_flow_4,File_25,0.118185640773,1
6,Tuesday,21,work_flow_2,File_12,0.0,0
14,Monday,21,work_flow_0,File_2,0.140739076558,2
9,Monday,5,work_flow_4,File_24,0.0704455704782,1
6,Sunday,17,work_flow_3,File_23,0.0,0
9,Sunday,17,work_flow_2,File_16,0.00269122834949,1
10,Monday,17,work_flow_4,File_24,0.0732666011687,1
2,Sunday,5,work_flow_0,File_5,0.0198653712988,1
13,Sunday,9,work_flow_1,File_10,0.0,0
14,Tuesday,17,work_flow_2,File_15,0.00275296432177,1
7,Wednesday,5,work_flow_4,File_29,0.0713293243816,1
1,Friday,9,work_flow_4,File_24,0.113062589681,3
1,Wednesday,1,work_flow_4,File_27,0.0787223239993,1
14,Thursday,1,work_flow_0,File_1,0.0770512969592,1
4,Thursday,21,work_flow_1,File_6,0.0,0
3,Friday,13,work_flow_3,File_19,0.0185729198448,1
13,Tuesday,17,work_flow_1,File_6,0.0,0
2,Sunday,9,work_flow_4,File_28,0.492363503287,2
15,Friday,13,work_flow_0,File_5,0.160194661875,3
1,Friday,9,work_flow_3,File_21,0.0179627486844,1
10,Wednesday,9,work_flow_3,File_22,0.0,0
5,Wednesday,17,work_flow_4,File_27,0.0718239538323,1
2,Wednesday,9,work_flow_2,File_14,0.0,0
11,Wednesday,5,work_flow_1,File_8,0.0,0
11,Thursday,5,work_flow_3,File_23,0.00629030442199,1
10,Thursday,13,work_flow_3,File_18,0.0215440359222,1
10,Saturday,9,work_flow_0,File_2,0.0336249676962,1
15,Wednesday,17,work_flow_0,File_5,0.163438058231,2
2,Saturday,1,work_flow_2,File_15,0.0933745337131,1
7,Friday,13,work_flow_4,File_29,0.0929993362198,2
2,Thursday,17,work_flow_3,File_21,0.0199957823581,1
12,Sunday,13,work_flow_1,File_9,0.0,0
14,Monday,5,work_flow_0,File_2,0.0738577098755,1
3,Thursday,17,work_flow_1,File_11,0.0,0
10,Thursday,17,work_flow_4,File_28,0.0714805878753,1
3,Monday,21,work_flow_4,File_25,0.0724299052581,1
2,Monday,5,work_flow_1,File_6,0.161444030291,2
14,Sunday,21,work_flow_4,File_29,0.199045358589,2
10,Saturday,9,work_flow_4,File_27,0.493496833989,2
4,Thursday,5,work_flow_0,File_3,0.0713291815416,1
14,Tuesday,13,work_flow_0,File_1,0.160186058255,4
15,Friday,21,work_flow_4,File_28,0.0729994988385,2
11,Wednesday,5,work_flow_2,File_15,0.0,0
10,Thursday,21,work_flow_3,File_21,0.00773842879425,1
13,Thursday,5,work_flow_3,File_23,0.0,0
10,Monday,17,work_flow_0,File_1,0.160579372648,2
12,Tuesday,9,work_flow_1,File_6,0.0,0
14,Sunday,17,work_flow_4,File_29,0.164878784941,1
4,Friday,13,work_flow_0,File_0,0.159373788508,3
14,Monday,5,work_flow_2,File_12,0.0,0
1,Wednesday,9,work_flow_1,File_9,0.0,0
9,Wednesday,9,work_flow_3,File_18,0.00258721057949,1
6,Sunday,13,work_flow_1,File_10,0.0,0
3,Tuesday,21,work_flow_2,File_12,0.0,0
8,Tuesday,9,work_flow_1,File_8,0.0,0
5,Saturday,21,work_flow_4,File_24,0.176651441539,1
14,Thursday,1,work_flow_2,File_12,0.0,0
4,Tuesday,5,work_flow_3,File_19,0.0,0
10,Wednesday,5,work_flow_1,File_11,0.0,0
2,Friday,1,work_flow_4,File_27,0.0710982755182,2
14,Wednesday,17,work_flow_0,File_1,0.160145690876,2
6,Thursday,9,work_flow_0,File_3,0.097212011955,1
2,Tuesday,9,work_flow_1,File_7,0.0,0
12,Monday,13,work_flow_2,File_14,0.0,0
5,Friday,17,work_flow_3,File_18,0.0198538244682,1
12,Sunday,13,work_flow_1,File_8,0.0,0
9,Friday,1,work_flow_3,File_22,0.00780396423607,1
14,Sunday,13,work_flow_3,File_23,0.0,0
7,Friday,13,work_flow_4,File_28,0.0911003809707,2
3,Sunday,17,work_flow_0,File_0,0.0801058692717,1
6,Friday,9,work_flow_2,File_13,0.0746245230742,2
5,Wednesday,13,work_flow_3,File_18,0.00423503038772,1
2,Thursday,17,work_flow_4,File_27,0.0701690548317,1
8,Saturday,21,work_flow_2,File_15,0.0025145440317,1
10,Tuesday,5,work_flow_4,File_24,0.0706240089561,2
15,Saturday,9,work_flow_3,File_22,0.00260572914382,1
7,Tuesday,5,work_flow_2,File_13,0.0,0
11,Tuesday,13,work_flow_4,File_26,0.099866847627,3
4,Saturday,1,work_flow_4,File_29,0.0887977383648,1
11,Thursday,21,work_flow_1,File_6,0.0,0
12,Friday,21,work_flow_0,File_0,0.137752308143,3
8,Monday,21,work_flow_0,File_2,0.138197501965,1
9,Friday,21,work_flow_0,File_5,0.138777236369,3
15,Wednesday,1,work_flow_3,File_20,0.0,0
7,Wednesday,13,work_flow_1,File_9,0.0,0
14,Friday,1,work_flow_4,File_29,0.0765438836795,2
15,Saturday,17,work_flow_4,File_24,0.135667315707,1
8,Saturday,21,work_flow_3,File_20,0.0,0
14,Wednesday,9,work_flow_3,File_23,0.0,0
6,Saturday,21,work_flow_1,File_11,0.0,0
6,Tuesday,21,work_flow_3,File_23,0.0,0
7,Sunday,9,work_flow_2,File_17,0.0,0
11,Thursday,5,work_flow_1,File_7,0.0,0
15,Thursday,17,work_flow_0,File_4,0.160616515747,2
12,Friday,1,work_flow_1,File_10,0.0,0
15,Thursday,17,work_flow_1,File_9,0.0,0
4,Wednesday,9,work_flow_1,File_7,0.0,0
13,Tuesday,1,work_flow_2,File_13,0.0,0
8,Saturday,5,work_flow_0,File_4,0.0182856602107,1
14,Monday,13,work_flow_3,File_23,0.00306340615942,1
10,Monday,17,work_flow_2,File_15,0.00288318193093,1
15,Friday,9,work_flow_3,File_19,0.0194869150308,1
11,Sunday,21,work_flow_0,File_5,0.0629015341459,1
8,Friday,21,work_flow_4,File_24,0.0723355270171,2
8,Saturday,17,work_flow_2,File_12,0.0,0
14,Wednesday,21,work_flow_2,File_15,0.0,0
13,Wednesday,21,work_flow_4,File_28,0.0698296509689,1
11,Sunday,13,work_flow_0,File_2,0.0794826063161,1
14,Thursday,9,work_flow_1,File_7,0.0,0
7,Sunday,21,work_flow_0,File_1,0.0633829668876,1
6,Tuesday,21,work_flow_0,File_4,0.300175493446,3
4,Sunday,21,work_flow_4,File_28,0.1883047075,1
7,Tuesday,21,work_flow_2,File_13,0.0,0
7,Friday,17,work_flow_2,File_16,0.140672991687,3
1,Thursday,5,work_flow_4,File_24,0.0745029911363,1
6,Friday,21,work_flow_2,File_13,0.124168172046,3
14,Wednesday,21,work_flow_2,File_16,0.0,0
10,Saturday,1,work_flow_1,File_6,0.0,0
10,Wednesday,17,work_flow_0,File_2,0.158397937403,1
5,Wednesday,5,work_flow_4,File_25,0.0744089635914,1
8,Friday,17,work_flow_3,File_22,0.0,0
11,Monday,5,work_flow_3,File_22,0.0,0
14,Tuesday,1,work_flow_4,File_28,0.0797706439329,3
15,Monday,9,work_flow_1,File_6,0.159734816408,2
9,Monday,21,work_flow_4,File_26,0.0685040209097,1
13,Friday,1,work_flow_2,File_13,0.0,0
9,Friday,1,work_flow_2,File_16,0.0,0
4,Monday,5,work_flow_3,File_23,0.0,0
11,Sunday,17,work_flow_2,File_12,0.0025119399874,1
5,Monday,5,work_flow_0,File_1,0.0734111593522,1
6,Monday,21,work_flow_2,File_14,0.00265789479209,1
3,Thursday,1,work_flow_4,File_29,0.0684548203929,1
11,Monday,13,work_flow_2,File_16,0.0,0
12,Friday,1,work_flow_1,File_6,0.0,0
14,Friday,17,work_flow_0,File_4,0.160515732176,3
14,Monday,1,work_flow_2,File_13,0.0,0
5,Saturday,21,work_flow_4,File_29,0.183358325568,1
15,Friday,9,work_flow_0,File_1,0.088788648395,2
7,Wednesday,5,work_flow_0,File_4,0.0614629350552,1
10,Sunday,5,work_flow_1,File_10,0.0,0
12,Sunday,1,work_flow_1,File_9,0.0,0
13,Friday,1,work_flow_2,File_16,0.0408304828123,1
10,Wednesday,13,work_flow_1,File_9,0.0,0
1,Sunday,1,work_flow_0,File_0,0.0197277341375,1
14,Tuesday,5,work_flow_3,File_20,0.00241602257603,1
4,Monday,21,work_flow_4,File_24,0.0740027269125,1
4,Tuesday,13,work_flow_0,File_1,0.162063084844,4
10,Tuesday,1,work_flow_0,File_0,0.0788037842337,3
5,Friday,13,work_flow_4,File_27,0.0839005417791,2
7,Wednesday,5,work_flow_1,File_11,0.0,0
8,Thursday,21,work_flow_0,File_2,0.139781587218,2
12,Monday,1,work_flow_4,File_25,0.12083735193,1
4,Friday,1,work_flow_4,File_24,0.0706613457796,2
2,Thursday,17,work_flow_3,File_19,0.019716884951,1
8,Sunday,9,work_flow_2,File_12,0.0,0
2,Friday,21,work_flow_0,File_5,0.134819114052,3
8,Monday,5,work_flow_3,File_19,0.0,0
13,Friday,9,work_flow_0,File_1,0.0914564624908,2
11,Friday,1,work_flow_3,File_18,0.00718667477774,1
9,Monday,13,work_flow_2,File_16,0.0,0
1,Wednesday,9,work_flow_0,File_2,0.0863595708042,1
14,Monday,1,work_flow_4,File_28,0.170753967994,2
6,Sunday,5,work_flow_1,File_7,0.0,0
14,Sunday,5,work_flow_1,File_9,0.0,0
8,Wednesday,17,work_flow_0,File_3,0.157799526725,1
7,Monday,1,work_flow_3,File_21,0.0,0
13,Tuesday,1,work_flow_2,File_15,0.0,0
12,Monday,17,work_flow_0,File_0,0.16014866441,1
6,Saturday,13,work_flow_4,File_24,0.343402556457,2
7,Tuesday,1,work_flow_1,File_9,0.123166473133,4
14,Wednesday,9,work_flow_0,File_0,0.0882066606027,1
5,Friday,1,work_flow_2,File_14,0.0393592848043,1
5,Thursday,17,work_flow_4,File_25,0.0760730944585,1
14,Monday,21,work_flow_4,File_27,0.0661145721372,1
11,Wednesday,9,work_flow_4,File_25,0.116067606786,1
9,Tuesday,1,work_flow_4,File_24,0.0539130614624,2
9,Monday,9,work_flow_2,File_16,0.0,0
7,Friday,9,work_flow_1,File_8,0.0,0
13,Tuesday,21,work_flow_3,File_19,0.0,0
5,Monday,13,work_flow_3,File_21,0.0,0
15,Saturday,21,work_flow_0,File_3,0.0649131878104,1
15,Monday,17,work_flow_4,File_29,0.0688613227939,1
14,Thursday,1,work_flow_1,File_11,0.0,0
15,Thursday,21,work_flow_4,File_26,0.0627705646339,1
8,Monday,9,work_flow_1,File_11,0.158191256981,2
4,Saturday,1,work_flow_2,File_14,0.0898322945746,1
11,Wednesday,21,work_flow_2,File_13,0.00262405478874,1
12,Saturday,5,work_flow_3,File_23,0.0,0
1,Tuesday,17,work_flow_1,File_6,0.0,0
7,Tuesday,5,work_flow_2,File_14,0.0,0
7,Thursday,5,work_flow_0,File_4,0.0579839804117,1
5,Thursday,21,work_flow_2,File_12,0.0915688477621,1
15,Tuesday,1,work_flow_4,File_24,0.0802684370017,3
8,Thursday,5,work_flow_4,File_24,0.0726111135267,1
12,Monday,1,work_flow_1,File_11,0.0393698130685,1
1,Thursday,17,work_flow_3,File_20,0.0195793768569,1
13,Saturday,1,work_flow_4,File_26,0.110111466743,1
9,Sunday,13,work_flow_0,File_2,0.0801519736991,1
11,Saturday,21,work_flow_2,File_15,0.0,0
4,Monday,1,work_flow_2,File_14,0.0,0
3,Monday,17,work_flow_0,File_3,0.159260257321,1
1,Thursday,9,work_flow_4,File_27,0.120116606548,1
15,Wednesday,17,work_flow_4,File_29,0.0716184514308,1
6,Monday,13,work_flow_2,File_15,0.0,0
6,Monday,13,work_flow_0,File_2,0.16067788446,2
2,Friday,17,work_flow_1,File_11,0.0,0
7,Wednesday,9,work_flow_4,File_29,0.114744048662,1
13,Wednesday,21,work_flow_4,File_26,0.0757065996946,1
15,Tuesday,9,work_flow_3,File_19,0.0,0
5,Saturday,9,work_flow_1,File_10,0.0,0
5,Sunday,5,work_flow_2,File_17,0.0,0
8,Thursday,5,work_flow_0,File_5,0.0710430868931,1
4,Sunday,1,work_flow_2,File_17,0.0,0
4,Tuesday,21,work_flow_1,File_8,0.0,0
6,Wednesday,13,work_flow_2,File_13,0.00221500931956,1
9,Saturday,5,work_flow_0,File_3,0.0181764275712,1
10,Wednesday,13,work_flow_2,File_17,0.0,0
2,Monday,9,work_flow_2,File_16,0.00184534473105,1
14,Wednesday,1,work_flow_3,File_19,0.00268566671033,1
2,Tuesday,13,work_flow_4,File_29,0.100010106256,3
11,Wednesday,17,work_flow_1,File_6,0.0,0
11,Thursday,13,work_flow_1,File_9,0.0252806149301,1
11,Wednesday,17,work_flow_1,File_10,0.0,0
15,Sunday,13,work_flow_3,File_20,0.0,0
12,Sunday,9,work_flow_1,File_11,0.0,0
1,Monday,5,work_flow_0,File_4,0.0708211680471,1
14,Monday,9,work_flow_3,File_20,0.00332200331515,1
11,Sunday,13,work_flow_3,File_22,0.00282729158039,1
8,Monday,9,work_flow_1,File_8,0.160806660367,2
4,Monday,17,work_flow_2,File_15,0.0,0
2,Friday,13,work_flow_1,File_7,0.0,0
12,Monday,21,work_flow_1,File_9,0.323761999694,2
14,Wednesday,13,work_flow_1,File_7,0.0,0
13,Monday,21,work_flow_2,File_16,0.0,0
4,Tuesday,21,work_flow_0,File_2,0.301946759174,3
12,Thursday,1,work_flow_1,File_11,0.0,0
12,Monday,17,work_flow_3,File_22,0.0041035977227,1
5,Friday,13,work_flow_1,File_9,0.0435802662399,2
4,Friday,17,work_flow_1,File_11,0.0,0
15,Friday,5,work_flow_2,File_14,0.0761030646335,2
14,Sunday,9,work_flow_0,File_0,0.0337392233004,1
7,Thursday,9,work_flow_3,File_23,0.0165346735433,1
6,Saturday,17,work_flow_0,File_3,0.0805895228334,1
14,Saturday,17,work_flow_2,File_17,0.0,0
14,Sunday,21,work_flow_1,File_11,0.0,0
11,Tuesday,1,work_flow_2,File_14,0.0,0
2,Monday,17,work_flow_0,File_2,0.159633343729,1
12,Monday,5,work_flow_1,File_7,0.160877769028,2
3,Friday,1,work_flow_3,File_23,0.00678192734533,1
11,Wednesday,21,work_flow_1,File_7,0.0,0
6,Monday,1,work_flow_3,File_19,0.0,0
8,Sunday,21,work_flow_4,File_24,0.151103517762,1
12,Tuesday,1,work_flow_3,File_23,0.0,0
9,Saturday,9,work_flow_1,File_6,0.0,0
8,Monday,1,work_flow_2,File_17,0.0,0
3,Friday,9,work_flow_1,File_8,0.0,0
13,Tuesday,5,work_flow_3,File_18,0.0,0
5,Monday,9,work_flow_1,File_8,0.160605230068,2
5,Monday,17,work_flow_0,File_0,0.160602641492,1
10,Saturday,5,work_flow_3,File_22,0.0,0
14,Thursday,13,work_flow_1,File_9,0.0340941536554,1
3,Friday,5,work_flow_0,File_5,0.0740090589268,2
13,Thursday,1,work_flow_1,File_10,0.0,0
14,Saturday,1,work_flow_4,File_25,0.0950745936596,1
5,Friday,21,work_flow_2,File_16,0.0703350505643,2
4,Monday,17,work_flow_0,File_3,0.159094589857,1
14,Wednesday,5,work_flow_2,File_14,0.0,0
5,Monday,9,work_flow_0,File_3,0.0983394398318,1
3,Tuesday,13,work_flow_1,File_6,0.0609631192365,2
7,Wednesday,17,work_flow_1,File_6,0.0,0
12,Saturday,13,work_flow_1,File_10,0.0236098225585,1
1,Tuesday,1,work_flow_0,File_5,0.0798402581631,3
1,Saturday,9,work_flow_4,File_24,0.499656099078,2
12,Thursday,5,work_flow_1,File_6,0.0,0
4,Wednesday,21,work_flow_4,File_25,0.0720560696369,1
9,Sunday,21,work_flow_0,File_4,0.0639495519607,1
6,Tuesday,9,work_flow_0,File_0,0.0686502584907,2
1,Monday,13,work_flow_0,File_5,0.160340130077,2
14,Saturday,13,work_flow_3,File_21,0.00296060658131,1
6,Wednesday,13,work_flow_0,File_4,0.159732963512,2
10,Tuesday,17,work_flow_1,File_10,0.0,0
9,Tuesday,9,work_flow_4,File_28,0.114892167592,3
3,Wednesday,17,work_flow_0,File_3,0.159720631573,2
4,Thursday,13,work_flow_3,File_21,0.0197652528736,1
10,Monday,5,work_flow_3,File_23,0.0,0
1,Monday,5,work_flow_4,File_26,0.0703596805226,1
7,Tuesday,9,work_flow_2,File_17,0.0,0
8,Tuesday,1,work_flow_0,File_2,0.077059029925,3
10,Wednesday,1,work_flow_2,File_13,0.00177283241084,1
7,Friday,9,work_flow_0,File_3,0.0897616908543,2
3,Sunday,5,work_flow_2,File_17,0.0,0
2,Tuesday,17,work_flow_1,File_6,0.0,0
11,Tuesday,17,work_flow_1,File_6,0.0,0
11,Saturday,5,work_flow_1,File_10,0.0,0
11,Thursday,1,work_flow_0,File_2,0.0756570759216,1
4,Wednesday,13,work_flow_3,File_22,0.00369223930256,1
5,Wednesday,13,work_flow_0,File_0,0.159340937109,2
5,Saturday,21,work_flow_0,File_4,0.0647333874322,1
13,Sunday,5,work_flow_4,File_26,0.188813597901,1
10,Thursday,9,work_flow_3,File_21,0.0184717519776,1
15,Wednesday,9,work_flow_4,File_24,0.117700978997,1
8,Saturday,13,work_flow_0,File_0,0.0797262636207,1
14,Friday,13,work_flow_1,File_10,0.0243432994002,1
2,Monday,21,work_flow_1,File_7,0.322453778789,2
1,Saturday,13,work_flow_2,File_12,0.0,0
8,Tuesday,1,work_flow_4,File_24,0.0792743038466,3
8,Monday,1,work_flow_4,File_29,0.171231845709,2
8,Monday,1,work_flow_4,File_28,0.119313450067,1
8,Friday,13,work_flow_1,File_6,0.0215668357685,1
13,Wednesday,1,work_flow_4,File_27,0.0742044993976,1
14,Thursday,17,work_flow_0,File_5,0.16079296493,2
2,Tuesday,9,work_flow_4,File_28,0.120253060943,3
4,Saturday,21,work_flow_3,File_19,0.0,0
3,Sunday,1,work_flow_1,File_6,0.0,0
1,Monday,9,work_flow_4,File_28,0.120132807836,1
1,Tuesday,13,work_flow_1,File_9,0.0233777375541,1
4,Sunday,5,work_flow_2,File_15,0.0,0
15,Sunday,1,work_flow_0,File_1,0.0180208396312,1
13,Friday,13,work_flow_3,File_23,0.0,0
11,Sunday,13,work_flow_0,File_1,0.079170537347,1
4,Sunday,13,work_flow_1,File_11,0.0,0
2,Thursday,5,work_flow_2,File_14,0.0,0
5,Wednesday,5,work_flow_2,File_15,0.0,0
13,Thursday,17,work_flow_4,File_24,0.0668005467008,1
1,Monday,21,work_flow_2,File_13,0.0,0
10,Sunday,21,work_flow_2,File_17,0.00313617993578,1
3,Monday,5,work_flow_4,File_26,0.070170885865,1
4,Monday,17,work_flow_4,File_28,0.0691095373351,1
7,Friday,5,work_flow_1,File_11,0.0,0
13,Tuesday,5,work_flow_0,File_3,0.076571058689,2
12,Friday,1,work_flow_4,File_25,0.0711922284208,2
8,Thursday,9,work_flow_3,File_20,0.0,0
13,Wednesday,9,work_flow_0,File_4,0.0955530628427,1
5,Wednesday,13,work_flow_1,File_9,0.0,0
1,Friday,9,work_flow_0,File_5,0.0893536401111,2
14,Tuesday,17,work_flow_1,File_10,0.0,0
2,Monday,5,work_flow_1,File_11,0.159883465695,2
9,Tuesday,17,work_flow_1,File_8,0.0,0
12,Wednesday,1,work_flow_3,File_19,0.0,0
12,Wednesday,9,work_flow_2,File_16,0.0,0
4,Monday,21,work_flow_0,File_1,0.137176306599,1
10,Saturday,13,work_flow_4,File_25,0.348130015053,2
15,Tuesday,13,work_flow_4,File_29,0.0989121644116,3
7,Thursday,13,work_flow_2,File_15,0.0541642908266,1
12,Thursday,17,work_flow_4,File_24,0.0630556690066,1
1,Saturday,9,work_flow_2,File_15,0.0,0
2,Saturday,5,work_flow_0,File_1,0.0190322973083,1
14,Sunday,9,work_flow_1,File_8,0.0,0
5,Saturday,21,work_flow_0,File_3,0.0644252490641,1
1,Sunday,5,work_flow_1,File_8,0.0,0
12,Monday,21,work_flow_1,File_6,0.320287755758,2
3,Thursday,13,work_flow_4,File_25,0.0929916138056,1
15,Saturday,5,work_flow_3,File_20,0.0,0
12,Thursday,1,work_flow_2,File_14,0.0,0
14,Wednesday,13,work_flow_2,File_13,0.0,0
10,Friday,9,work_flow_4,File_26,0.115797742898,3
10,Thursday,5,work_flow_1,File_9,0.0,0
7,Wednesday,9,work_flow_1,File_7,0.0,0
12,Wednesday,17,work_flow_3,File_22,0.00382178854529,1
13,Sunday,13,work_flow_1,File_8,0.0,0
10,Wednesday,21,work_flow_3,File_23,0.0,0
9,Thursday,1,work_flow_0,File_0,0.0723698364591,1
8,Sunday,9,work_flow_3,File_18,0.0,0
8,Sunday,17,work_flow_1,File_7,0.0,0
7,Sunday,21,work_flow_1,File_6,0.0,0
15,Friday,9,work_flow_0,File_4,0.0905032429435,2
6,Thursday,17,work_flow_2,File_13,0.151699817844,2
2,Wednesday,9,work_flow_3,File_23,0.00286437502173,1
1,Tuesday,17,work_flow_2,File_15,0.00209318812829,1
14,Wednesday,9,work_flow_4,File_24,0.112906258775,1
12,Saturday,21,work_flow_3,File_21,0.0,0
10,Tuesday,21,work_flow_0,File_4,0.298856317971,3
13,Wednesday,9,work_flow_2,File_17,0.0,0
8,Saturday,17,work_flow_0,File_2,0.0797969861186,1
4,Tuesday,1,work_flow_2,File_15,0.00281487268927,1
12,Friday,13,work_flow_0,File_0,0.159492108534,3
9,Friday,9,work_flow_3,File_20,0.0181622659511,1
11,Sunday,17,work_flow_2,File_17,0.00284176321148,1
1,Thursday,5,work_flow_3,File_20,0.00593149446015,1
14,Wednesday,21,work_flow_3,File_20,0.0,0
9,Sunday,13,work_flow_0,File_1,0.0797187827629,1
5,Saturday,5,work_flow_0,File_1,0.020263115498,1
4,Thursday,9,work_flow_1,File_6,0.0,0
12,Tuesday,13,work_flow_0,File_1,0.161514209531,4
7,Tuesday,1,work_flow_2,File_17,0.0,0
6,Thursday,21,work_flow_0,File_3,0.131504932194,1
5,Friday,1,work_flow_3,File_22,0.00690629079983,1
5,Sunday,17,work_flow_3,File_23,0.002729128974,1
14,Thursday,21,work_flow_4,File_28,0.072208964132,1
14,Wednesday,21,work_flow_2,File_17,0.0,0
2,Thursday,21,work_flow_0,File_1,0.138204762862,2
5,Wednesday,17,work_flow_2,File_15,0.0,0
14,Monday,21,work_flow_2,File_14,0.00244385789535,1
15,Friday,5,work_flow_3,File_23,0.0,0
4,Thursday,1,work_flow_2,File_12,0.0,0
3,Wednesday,13,work_flow_4,File_25,0.0962892391275,1
14,Monday,17,work_flow_2,File_15,0.0025087750021,1
1,Saturday,1,work_flow_0,File_0,0.0514322926706,1
2,Sunday,9,work_flow_1,File_7,0.0,0
13,Tuesday,17,work_flow_4,File_27,0.0739527867198,2
14,Monday,9,work_flow_1,File_9,0.161416136368,2
12,Tuesday,9,work_flow_3,File_18,0.0,0
1,Friday,1,work_flow_1,File_9,0.0,0
11,Monday,5,work_flow_4,File_25,0.0726759557126,1
12,Wednesday,13,work_flow_1,File_11,0.0,0
5,Thursday,1,work_flow_3,File_21,0.0,0
8,Sunday,9,work_flow_1,File_9,0.0,0
6,Monday,13,work_flow_4,File_24,0.0890146328181,1
5,Friday,1,work_flow_1,File_11,0.0,0
14,Thursday,1,work_flow_1,File_9,0.0,0
2,Friday,13,work_flow_4,File_26,0.0981172102107,3
14,Sunday,13,work_flow_1,File_6,0.0,0
7,Sunday,1,work_flow_3,File_22,0.0,0
12,Friday,5,work_flow_1,File_6,0.0,0
